user,review,rating,review_tokenized,no_stopword,stemmed_review,lemmatized_review
Ugik Matthew,"saya order gofood, lalu saya ingin membatalkan pesanan karena sangat melebihi estimasi (sudah 1 jam pesanan masih diproses) sepertinya indikasi resto tutup tapi lupa menonaktifkan sistem. saya ingin request pembatalan pesanan di menu chat resto tidak bisa menghubungi duluan, saya ingin cancel via chat cs gojek tapi cuma dijawab robot (tidak ada menu untuk terhubung dengan cs). sangat tidak membantu!",1,"saya order gofood, lalu saya ingin membatalkan pesanan karena sangat melebihi estimasi (sudah 1 jam pesanan masih diproses) sepertinya indikasi resto tutup tapi lupa menonaktifkan sistem. saya ingin request pembatalan pesanan di menu chat resto tidak bisa menghubungi duluan, saya ingin cancel via chat cs gojek tapi cuma dijawab robot (tidak ada menu untuk terhubung dengan cs). sangat tidak membantu!","order gofood, lalu ingin membatalkan pesanan sangat melebihi estimasi (sudah 1 jam pesanan diproses) sepertinya indikasi resto tutup lupa menonaktifkan sistem. ingin request pembatalan pesanan menu chat resto bisa menghubungi duluan, ingin cancel via chat cs gojek cuma dijawab robot (tidak menu terhubung cs). sangat membantu!",saya order gofood lalu saya ingin batal pesan karena sangat lebih estimasi sudah 1 jam pesan masih proses seperti indikasi resto tutup tapi lupa nonaktif sistem saya ingin request batal pesan di menu chat resto tidak bisa hubung duluan saya ingin cancel via chat cs gojek tapi cuma jawab robot tidak ada menu untuk hubung dengan cs sangat tidak bantu,gofood 1 jam res chat cs gojek robot cs
Agus Supriadi,"menurut ku matiin aja paket hemat nya,, hemat sih hemat tapi datang selalu terlambat,,, masa nunggu sampe 1 jam lebih. tolong deh kaya dulu langsung aja klik pesan langsung muncul harga pesanan ny.. kcewa. ga sesuai waktu, satu menit di sini tapi di aplikasi sama dengan 5 mnit perbedaan nya",1,"menurut ku matiin aja paket hemat nya,, hemat sih hemat tapi datang selalu terlambat,,, masa nunggu sampe 1 jam lebih. tolong deh kaya dulu langsung aja klik pesan langsung muncul harga pesanan ny.. kcewa. ga sesuai waktu, satu menit di sini tapi di aplikasi sama dengan 5 mnit perbedaan nya","ku matiin aja paket hemat nya,, hemat sih hemat datang selalu terlambat,,, masa nunggu sampe 1 jam lebih. deh kaya dulu langsung aja klik pesan langsung muncul harga pesanan ny.. kcewa. ga sesuai waktu, satu menit sini di aplikasi sama 5 mnit perbedaan nya",turut ku matiin aja paket hemat nya hemat sih hemat tapi datang selalu lambat masa nunggu sampe 1 jam lebih tolong deh kaya dulu langsung aja klik pesan langsung muncul harga pesan ny kcewa ga sesuai waktu satu menit di sini tapi di aplikasi sama dengan 5 mnit beda nya,1 jam kcewa satu menit 5
natasya safarani,"ga pernah bisa 100% percaya dgn map nya gojek walaupun sudah di setting rumah, sudah di setting pin poin, pakai koordinat, walaupun hidup gps, map ny ga sepintar map nya grab yang titik 100% sesuai dgn ekspektasi. sebagai pengguna disuruh cek and recheck yang mana ya ga efektif kalau buru buru. berkali kali pesan goride ujung2 disuruh jalan sm mitra karena titik berbeda. padahal sudah percaya dgn mapnya dan pasang pin poin. tolong diperbaiki ya. lokasi jemput / antar mu tidak pernah akurat",1,"ga pernah bisa 100% percaya dgn map nya gojek walaupun sudah di setting rumah, sudah di setting pin poin, pakai koordinat, walaupun hidup gps, map ny ga sepintar map nya grab yang titik 100% sesuai dgn ekspektasi. sebagai pengguna disuruh cek and recheck yang mana ya ga efektif kalau buru buru. berkali kali pesan goride ujung2 disuruh jalan sm mitra karena titik berbeda. padahal sudah percaya dgn mapnya dan pasang pin poin. tolong diperbaiki ya. lokasi jemput / antar mu tidak pernah akurat","ga pernah 100% percaya dgn map nya gojek walaupun di setting rumah, di setting pin poin, pakai koordinat, walaupun hidup gps, map ny ga sepintar map nya grab titik 100% sesuai dgn ekspektasi. pengguna disuruh cek and recheck mana ga efektif kalau buru buru. berkali kali pesan goride ujung2 disuruh jalan sm mitra titik berbeda. padahal percaya dgn mapnya pasang pin poin. diperbaiki ya. lokasi jemput / antar mu pernah akurat",ga pernah bisa 100 percaya dgn map nya gojek walaupun sudah di setting rumah sudah di setting pin poin pakai koordinat walaupun hidup gps map ny ga pintar map nya grab yang titik 100 sesuai dgn ekspektasi bagai guna suruh cek and recheck yang mana ya ga efektif kalau buru buru kali kali pesan goride ujung2 suruh jalan sm mitra karena titik beda padahal sudah percaya dgn map dan pasang pin poin tolong baik ya lokasi jemput antar mu tidak pernah akurat,ga 100 % go poin gps ny grab 100 % gori mitra
Carina K-popers,"gak jelas banget, oknum drivernya minta cancel dari cust nya karena dia bilang gak bisa dari dia. tolong dong kalo lagi belum bisa ambil pesenan, yaa di nonaktifin dulu apps nya, jangan jadi rese gitu, kan jadi cust yg kena dampaknya. mana gak bisa dilaporin langsung di apps, jadi harus lewat email 🤨",1,"gak jelas banget, oknum drivernya minta cancel dari cust nya karena dia bilang gak bisa dari dia. tolong dong kalo lagi belum bisa ambil pesenan, yaa di nonaktifin dulu apps nya, jangan jadi rese gitu, kan jadi cust yg kena dampaknya. mana gak bisa dilaporin langsung di apps, jadi harus lewat email 🤨","gak jelas banget, oknum drivernya minta cancel cust nya dia bilang gak dari dia. dong kalo belum ambil pesenan, yaa nonaktifin dulu apps nya, jangan jadi rese gitu, kan jadi cust yg kena dampaknya. mana gak dilaporin langsung apps, jadi lewat email 🤨",gak jelas banget oknum drivernya minta cancel dari cust nya karena dia bilang gak bisa dari dia tolong dong kalo lagi belum bisa ambil sen yaa di nonaktifin dulu apps nya jangan jadi rese gitu kan jadi cust yg kena dampak mana gak bisa dilaporin langsung di apps jadi harus lewat email,app app
Dhea Pangestu,"aplikasi sebenernya bagus. cuma kurang suka aja sama sistem deliverynya aja. udah disuruh tunggu 1 jam, ga ada progress, gabisa di cancel dr customer, ditungguin lebih lama lg tiba2 di cancel dari gojeknya krn ga dapet driver! gada kompensasi apapun, buang buang waktu.",2,"aplikasi sebenernya bagus. cuma kurang suka aja sama sistem deliverynya aja. udah disuruh tunggu 1 jam, ga ada progress, gabisa di cancel dr customer, ditungguin lebih lama lg tiba2 di cancel dari gojeknya krn ga dapet driver! gada kompensasi apapun, buang buang waktu.","aplikasi sebenernya bagus. cuma kurang suka aja sama sistem deliverynya aja. udah disuruh tunggu 1 jam, ga progress, gabisa cancel dr customer, ditungguin lebih lama lg tiba2 cancel gojeknya krn ga dapet driver! gada kompensasi apapun, buang buang waktu.",aplikasi sebenernya bagus cuma kurang suka aja sama sistem deliverynya aja udah suruh tunggu 1 jam ga ada progress gabisa di cancel dr customer ditungguin lebih lama lg tiba2 di cancel dari gojek krn ga dapet driver gada kompensasi apa buang buang waktu,1 jam progress cancel dr customer lg cancel kr
Thalia Kirei Nurpriyanto Putri I9IO4259,"sebenernya bagus, tapi semakin kesini semakin susah cari driver, status pesanan ngegantung berjam jam, ga bisa dicancel, ditungguin pun tidak kunjung dapat driver, sebenernya kekurangan driver atau gimana sih? udah lama seperti ini tp tidak ada perbaikan!",2,"sebenernya bagus, tapi semakin kesini semakin susah cari driver, status pesanan ngegantung berjam jam, ga bisa dicancel, ditungguin pun tidak kunjung dapat driver, sebenernya kekurangan driver atau gimana sih? udah lama seperti ini tp tidak ada perbaikan!","sebenernya bagus, semakin kesini semakin susah cari driver, status pesanan ngegantung berjam jam, ga dicancel, ditungguin kunjung driver, sebenernya kekurangan driver gimana sih? udah lama ini tp tidak ada perbaikan!",sebenernya bagus tapi makin kesini makin susah cari driver status pesan ngegantung jam jam ga bisa dicancel ditungguin pun tidak kunjung dapat driver sebenernya kurang driver atau gimana sih udah lama seperti ini tp tidak ada baik,
ozan rozana,"sangat membantu dan akurat, cuman sayangnya suka ada driver yang pilih pilih jarak, kalau yang dekat mereka suka minta cancle, karena perhitungan ongkos, padahal pelanggan juga ngerti dan suka ngasih tambahan ongkos karena merasa terbantu",5,"sangat membantu dan akurat, cuman sayangnya suka ada driver yang pilih pilih jarak, kalau yang dekat mereka suka minta cancle, karena perhitungan ongkos, padahal pelanggan juga ngerti dan suka ngasih tambahan ongkos karena merasa terbantu","sangat membantu akurat, cuman sayangnya suka driver pilih pilih jarak, kalau dekat suka minta cancle, perhitungan ongkos, padahal pelanggan ngerti suka ngasih tambahan ongkos merasa terbantu",sangat bantu dan akurat cuman sayang suka ada driver yang pilih pilih jarak kalau yang dekat mereka suka minta cancle karena hitung ongkos padahal langgan juga ngerti dan suka ngasih tambah ongkos karena rasa bantu,
Achmad Move It,"tolong fitur pencarian drivernya segera diperbaiki, setiap kali memesan selalu saja dapat driver yang lokasinya terlampau jauh, padahal dilokasi pemesanan banyak sekali driver yang lebih dekat, tapi selalu saja malah dapet driver yang kejauhan.",1,"tolong fitur pencarian drivernya segera diperbaiki, setiap kali memesan selalu saja dapat driver yang lokasinya terlampau jauh, padahal dilokasi pemesanan banyak sekali driver yang lebih dekat, tapi selalu saja malah dapet driver yang kejauhan.","fitur pencarian drivernya segera diperbaiki, kali memesan selalu dapat driver lokasinya terlampau jauh, padahal dilokasi pemesanan banyak sekali driver lebih dekat, selalu malah dapet driver kejauhan.",tolong fitur cari drivernya segera baik tiap kali mes selalu saja dapat driver yang lokasi lampau jauh padahal lokasi mesan banyak sekali driver yang lebih dekat tapi selalu saja malah dapet driver yang jauh,
Tulus Widadi,"fitur gosend terkadang sulit sekali dapatkan driver untuk ambil barang. di coba berkali². keterangan aplikasi ada perubahan harga karena area padat. harga di sesuaikan masih relevanlah, tidak masalah. aplikasi selalu menolak setiap kali mencoba lagi.",1,"fitur gosend terkadang sulit sekali dapatkan driver untuk ambil barang. di coba berkali². keterangan aplikasi ada perubahan harga karena area padat. harga di sesuaikan masih relevanlah, tidak masalah. aplikasi selalu menolak setiap kali mencoba lagi.","fitur gosend terkadang sulit sekali dapatkan driver ambil barang. coba berkali². keterangan aplikasi perubahan harga area padat. harga sesuaikan relevanlah, masalah. aplikasi selalu menolak kali mencoba lagi.",fitur gosend terkadang sulit sekali dapat driver untuk ambil barang di coba kali terang aplikasi ada ubah harga karena area padat harga di sesuai masih relevan tidak masalah aplikasi selalu tolak tiap kali coba lagi,
Vebe Wedia,1. interface jelek (no two way communication dengan resto sehingga sangat susah untuk mengurus pergantian. bbrp resto juga tidak dapat dihubungi) 2. sangat susah untuk memberi feedback dan meminta bantuan ke cs gojek nya terutama saat terjadi kesalahan di pemesanan. cs hanya kirim pesan tidak penting seolah olah tidak benar benar diurus. 3. paling tidak kalau memang susah u /meminta bantuan dipermudah dari kami u/ cancel dan pesan ulang. masa waktu untuk cancel hanya 5 detik lalu tidak bisa lg,1,1. interface jelek (no two way communication dengan resto sehingga sangat susah untuk mengurus pergantian. bbrp resto juga tidak dapat dihubungi) 2. sangat susah untuk memberi feedback dan meminta bantuan ke cs gojek nya terutama saat terjadi kesalahan di pemesanan. cs hanya kirim pesan tidak penting seolah olah tidak benar benar diurus. 3. paling tidak kalau memang susah u /meminta bantuan dipermudah dari kami u/ cancel dan pesan ulang. masa waktu untuk cancel hanya 5 detik lalu tidak bisa lg,1. interface jelek (no two way communication resto sangat susah mengurus pergantian. bbrp resto dihubungi) 2. sangat susah memberi feedback meminta bantuan cs gojek nya terutama terjadi kesalahan pemesanan. cs kirim pesan penting olah benar benar diurus. 3. paling kalau memang susah u /meminta bantuan dipermudah kami u/ cancel pesan ulang. masa waktu cancel 5 detik lalu tidak bisa lg,1 interface jelek no two way communication dengan resto sehingga sangat susah untuk urus ganti bbrp resto juga tidak dapat hubung 2 sangat susah untuk beri feedback dan minta bantu ke cs gojek nya utama saat jadi salah di mesan cs hanya kirim pesan tidak penting olah olah tidak benar benar urus 3 paling tidak kalau memang susah u minta bantu mudah dari kami u cancel dan pesan ulang masa waktu untuk cancel hanya 5 detik lalu tidak bisa lg,1 jelek two bbrp resto 2 cs 3 u cancel canc 5 detik
izzah dienillah,"buruk sistemnya. kalo order suka dapet jarak ojol yang jauh. jadi makan waktu. dan suka di cancel karna jarak. kelamaan nyari driver, ujung ujungnya di cancel karna jarak kejauhan. gosend pun sering dapet yang ojol jarak jauh. dan sialnya, belakangan ini dapet ojol pada males kalo cuaca lagi gerimis. pada milih cancel. payah.",1,"buruk sistemnya. kalo order suka dapet jarak ojol yang jauh. jadi makan waktu. dan suka di cancel karna jarak. kelamaan nyari driver, ujung ujungnya di cancel karna jarak kejauhan. gosend pun sering dapet yang ojol jarak jauh. dan sialnya, belakangan ini dapet ojol pada males kalo cuaca lagi gerimis. pada milih cancel. payah.","buruk sistemnya. kalo order suka dapet jarak ojol jauh. jadi makan waktu. suka cancel karna jarak. kelamaan nyari driver, ujung ujungnya cancel karna jarak kejauhan. gosend sering dapet ojol jarak jauh. sialnya, belakangan dapet ojol males kalo cuaca gerimis. milih cancel. payah.",buruk sistem kalo order suka dapet jarak ojol yang jauh jadi makan waktu dan suka di cancel karna jarak lama nyari driver ujung ujung di cancel karna jarak jauh gosend pun sering dapet yang ojol jarak jauh dan sial belakang ini dapet ojol pada males kalo cuaca lagi gerimis pada milih cancel payah,ojol oj oj
Raisya,"pesanan lama banget di antar, nunggu ampe 1 jam lebih gak sampe sampe pesanannya mana ongkirnya malah banget lagi. makin lama makin mahal. dan di tunggu pesanannya 14 menit lagi tapi dah nunggu hampir 1 jam lebih bener bener aplikasi sampah mana gak bisa chat resto.",1,"pesanan lama banget di antar, nunggu ampe 1 jam lebih gak sampe sampe pesanannya mana ongkirnya malah banget lagi. makin lama makin mahal. dan di tunggu pesanannya 14 menit lagi tapi dah nunggu hampir 1 jam lebih bener bener aplikasi sampah mana gak bisa chat resto.","pesanan lama banget antar, nunggu ampe 1 jam lebih gak sampe sampe pesanannya mana ongkirnya malah banget lagi. makin lama makin mahal. di tunggu pesanannya 14 menit tapi dah nunggu hampir 1 jam lebih bener bener aplikasi sampah mana gak chat resto.",pesan lama banget di antar nunggu ampe 1 jam lebih gak sampe sampe pesan mana ongkirnya malah banget lagi makin lama makin mahal dan di tunggu pesan 14 menit lagi tapi dah nunggu hampir 1 jam lebih bener bener aplikasi sampah mana gak bisa chat resto,1 jam 14 menit 1 jam
Wahyu Firdausy,"udah lebih 10 tahun lho jadi user apps ini, udah verifikasi segala macam. masih saja, setiap top up saldo oneklik harus saja verifikasi kode otp dimana harus bayar pulsa !!! tolong lah dingertiin, ada beberapa orang seperti saya yang 1 sim/nomornya mmang hanya digunakan untuk apps saja, dan pulsa tidak selalu standby. yang selalu standby di sim yg lain. selain itu jika tiap minggu top up harus verifikasi, meskipun tidak banyak satuannya tapi kan jika diakumulasi akan menghabiskan pulsa tsb.",1,"udah lebih 10 tahun lho jadi user apps ini, udah verifikasi segala macam. masih saja, setiap top up saldo oneklik harus saja verifikasi kode otp dimana harus bayar pulsa !!! tolong lah dingertiin, ada beberapa orang seperti saya yang 1 sim/nomornya mmang hanya digunakan untuk apps saja, dan pulsa tidak selalu standby. yang selalu standby di sim yg lain. selain itu jika tiap minggu top up harus verifikasi, meskipun tidak banyak satuannya tapi kan jika diakumulasi akan menghabiskan pulsa tsb.","udah lebih 10 tahun lho jadi user apps ini, udah verifikasi segala macam. saja, top up saldo oneklik saja verifikasi kode otp bayar pulsa !!! lah dingertiin, beberapa orang saya 1 sim/nomornya mmang digunakan apps saja, pulsa selalu standby. selalu standby sim yg lain. itu tiap minggu top up harus verifikasi, meskipun banyak satuannya kan diakumulasi menghabiskan pulsa tsb.",udah lebih 10 tahun lho jadi user apps ini udah verifikasi segala macam masih saja tiap top up saldo oneklik harus saja verifikasi kode otp mana harus bayar pulsa tolong lah dingertiin ada beberapa orang seperti saya yang 1 sim nomor mmang hanya guna untuk apps saja dan pulsa tidak selalu standby yang selalu standby di sim yg lain selain itu jika tiap minggu top up harus verifikasi meski tidak banyak satu tapi kan jika akumulasi akan habis pulsa tsb,10 tahun saldo one otp pulsa ding 1 pulsa tsb
