title,description
Faxiden 5 mg/g Gel 10 g,"Faxiden 5 mg/g Gel merupakan gel yang digunakan untuk keadaan nyeri yang disertai inflamasi seperti post traumatic , atau gangguan muskulokeletal termasuk tendritis, tenosinovitis, sprains , dan nyeri punggung belakang. Mengandung Piroxicam yang mempunyai aktivitas antiinflamasi, analgesik, dan antipiretik. Kegunaan : Digunakan untuk keadaan nyeri yang disertai inflamasi seperti post traumatic, atau gangguan muskulokeletal termasuk tendritis, tenosinovitis, sprains , dan nyeri punggung belakang. Komposisi : Setiap gram mengandung Piroxicam 0,4% Dosis : 1 gram gel setara dengan 5 mg Piroxicam, dioleskan pada tempat yang sakit 3-4 kali sehari. Digosokkan perlahan-lahan sampai tidak ada sisa. Efek Samping : Umumnya eritema, rash , dan reaksi lokal pada tempat pemakaian. Bila gel tidak digosokkan secara sempurna dapat menyebabkan perubahan warna kulit dan noda pada pakaian. Kontraindikasi : Penderita yang mempunyai riwayat tukak lambung atau pendarahan lambung Hipersensitifitas terhadap Piroxicam Penderita yang mengalami bronkospasma, polip hidung dan angiodema atau urtikaria apabila diberikan Asetosal atau obat-obatan antiinflamasi nonsteroid yang lain. Peringatan dan Perhatian : Jika iritasi lokal bertambah, hentikan pemakaian dan jika perlu berikan terapi pengganti yang sesuai Jangan gunakan pada daerah mata, mukosa atau luka kulit terbuka Keamanan penggunaan pada wanita hamil dan anak-anak belum dipastikan Piroxicam diekskresikan melalui ASI maka penggunaan pada ibu menyusui harus mempertahankan manfaatnya Cara Penyimpanan : Simpan pada suhu dibawah 30oC dalam wadah tertutup rapat dan hindarkan dari cahaya matahari langsung. Kemasan : Tube 10 gr Produksi Oleh : PT. IFARS BPOM No : DTL 9909210728A1"
Skintex Salep 5 Gr,"Skintex merupakan salep dengan kandungan bahan seperti Zink Undesilenat yang dapat membantu dalam meredakan gatal-gatal dan bau kaki akibat infeksi jamur atau bakteri di sela jari atau daerah lipatan kulit lainnya. Tidak lengket dan mudah meresap. Zink Undesilenat memiliki properti astringen yang membantu mengurangi iritasi dan inflamasi yang disebabkan oleh infeksi. Kegunaan : Membantu dalam meredakan gatal-gatal dan bau kaki akibat infeksi jamur atau bakteri. Komposisi : Tiap gram mengandung Zink Undesilenat 2% dan Asam Salisilat 3% Cara Pemakaian : Daerah yang akan diobati dikeringakn lebih dahulu, lalu oleskan skintex 2 kali sehari. Kontraindikasi : Penderita yang hipersensitif terhadap komponen obat. Efek Samping : Dapat terjadi iritasi ringan pada tempat pemakaian. Peringatan dan Perhatian : Tidak digunakan pada anak usia dibawah 2 tahun. Tidak digunakan langsung pada mata dan dibawah lubang hidung. Hanya untuk pemakaian luar. Mengandung formaldehid, jangan tertelan. Tidak untuk luka terbuka. Penyimpanan : Simpan dibawah suhu 30 derajat C terhindar dari sinar matahari langsung, jauhkan dari jangkauan anak-anak. Kemasan : Tube @ 5 gr Produksi Oleh : PT. Galenium Pharmasia Laboratories BPOM No : QD 17175001"
Promethazine Krim 5 g,"Promethazine Krim merupakan krim dengan kandungan bahan Promethazine HCI 20 mg yang membantu dalam meringankan gatal-gatal yang disebabkan karena alergi, luka bakar dengan tingkat I dan II, gatal karena gigitan serangga serta dapat meredakan gatal pada kulit karena alergi lainnya. Kegunaan : Membantu meringankan gatal karena alergi, luka bakar tingkat I dan II, gigitan serangga serta gatal pada kulit karena alergi lainnya Komposisi : Tiap gram mengandung Promethazine HCI 20 mg Cara Pemakaian : Oleskan pada derah yang sakit tipis-tipis sebanyak 3-4 kali sehari Peringatan dan Perhatian : Jangan dioleskan pada luka terbuka, hanya untuk pemakaian luar. Penyimpanan : Simpan dibawah suhu 30 derajat C diwadah tertutup rapat dan hindari dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak. Kemasan : Tube 5 gr Produksi Oleh : PT. IFARS BPOM No : GTL 8309201029A1"
Holizinc 20 mg 10 Tablet,"Holizinc 20 mg merupakan tablet dispersible dengan warna putih dan rasa manis yang mengandung bahan utama zinc. Zinc merupakan mikronutrien penting untuk kesehatan, pertumbuhan dan pemeliharaan sistem imun tubuh pada anak. Zinc merupakan pelengkap pengobatan diare pada anak-anak yang diberikan bersama dengan oral rehydration salts (larutan oralit) Kegunaan : Pelengkap pengobatan diare pada anak-anak yang diberikan bersama dengan oral rehydration salts (larutan oralit) Komposisi : Tiap tablet mengandung Zinc sulfate monohydrate setara dengan Zinc 20 mg Aturan Pakai : Bayi 2-6 bulan : 1/2 tablet (10mg) setiap hari selama 10 hari berturut-turut (meskipun diare sudah berhenti) Anak-anak 6 bulan-5 tahun : 1 tablet (20mg) setiap hari selama 10 hari berturut-turut (meskipun diare sudah berhenti) Cara Penggunaan : Masukkan tablet ke dalam satu sendok makan air putih matang Dapat dibantu dengan digoyang-goyang atau diaduk-aduk Tablet yang telah larut dapat diminum Kontraindikasi : Hipersensitivitas terhadap zinc Efek Samping : Hingga saat ini tidak ada laporan efek samping yang parah dari pemberian zinc pada diare. Efek samping yang pernah dilaporkan adalah muntah dan tidak memerlukan penghentian terapi. Peringatan dan Perhatian : Selama diare masih berlangsung, selain diberikan suplementasi zinc, juga diberikan oral rehydration salts (larutan oralit) Pada ibu menyusui dianjurkan tetap menyusui atau meningkatkan frekuensi menyusui pad anak selama dan setelah diare. Penyimpanan : Simpat dibawah suhu 30oC, terhindar dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak Kemasan : Strip 10 tablet Produksi Oleh : HOLI PHARMA BPOM No : DTL 1917113781A1"
Holizinc Sirup 60 ml,"Holizinc Sirup merupakan obat sirup dengan aroma dan rasa tutty fruity yang mengandung bahan utama zinc. Zinc merupakan mikronutrien penting untuk kesehatan, pertumbuhan dan pemeliharaan sistem imun tubuh pada anak. Zinc merupakan pelengkap pengobatan diare pada anak-anak yang diberikan bersama dengan oral rehydration salts (larutan oralit) Kegunaan : Pelengkap pengobatan diare pada anak-anak yang diberikan bersama dengan oral rehydration salts (larutan oralit) Komposisi : Tiap 5 ml mengandung Zinc sulfate monohydrate setara dengan Zinc 20 mg Aturan Pakai : Bayi 2-6 bulan : 1/2 sendok takar (2.5ml) setiap hari selama 10 hari berturut-turut (meskipun diare sudah berhenti) Anak-anak 6 bulan-5 tahun : 1 sendok takar (5ml) setiap hari selama 10 hari berturut-turut (meskipun diare sudah berhenti) Kontraindikasi : Hipersensitivitas terhadap zinc Efek Samping : Hingga saat ini tidak ada laporan efek samping yang parah dari pemberian zinc pada diare. Efek samping yang pernah dilaporkan adalah muntah dan tidak memerlukan penghentian terapi. Peringatan dan Perhatian : Selama diare masih berlangsung, selain diberikan suplementasi zinc, juga diberikan oral rehydration salts (larutan oralit) Pada ibu menyusui dianjurkan tetap menyusui atau meningkatkan frekuensi menyusui pad anak selama dan setelah diare. Penyimpanan : Simpat dibawah suhu 30oC, terhindar dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak Kemasan : Botol 60 ml Produksi Oleh : HOLI PHARMA BPOM No : DTL 1717111737A1"
Attapulgite 600 mg 10 Tablet,"Attapulgite 600 mg merupakan tablet yang digunakan untuk pengobatan simtomatik pada diare non-spesifik (diare yang tidak diketahui penyebabnya dengan jelas). Dapat digunakan pada orang dewasa maupun anak-anak. Cara Kerja Obat : Dapat mengabsorbsi racun dan bakteri peneyebab diare, dapat mengurangi frekuensi buang air besar, memperbaiki konsistensi feses yang encer Kegunaan : Pengobatan simtomatik pada diare non-spesifik (diare yang tidak diketahui penyebabnya dengan jelas). Komposisi : Tiap tablet mengandung Attapulgite 600 mg Aturan Pakai : Dewasa dan anak-anak diatas 12 tahun: 2 tablet setelah buang air besar, maksimum penggunaan 12 tablet dalam 24 jam Anak-anak 6-12 tahun: 1 tablet setelah buang air besar, maksimum penggunaan 6 tablet dalam 24 jam Jika gejala berlangsung terus hubungi dokter Kontraindikasi : Obat ini tidak boleh diberikan pada pasien dimana konstipasi harus dihindari, penderita obstruksi usus dan hipersensitif terhadap attapulgite. Efek Samping : Konstipasi biasanya ringan dan bersifat sementara Peringatan dan Perhatian : Diare dapat menyebabkan kehilangan cairan dan elektrolit atau dehidrasi karena itu diperlukan terapi rehidrasi Jika diare pada anak-anak disertai dengan dehidrasi, maka pengobatan awal harus diberikan cairan rehidrasi oral seperti oralit Jangan diberikan pada anak-anak dibawah umur 3 tahun kecuali atas petunjuk dokter Jangan digunakan lebih dari 2 hari atau dalam keadaan demam tinggi Penyimpanan : Simpat dibawah suhu 30oC, terhindar dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak Kemasan : Blister 10 tablet Produksi Oleh : HOLI PHARMA BPOM No : GBL 2117114810A1"
Histrine 10 Mg 10 Tablet,"Histrine merupakan obat tablet salut selaput yang mengandung Cetirizine HCI yang diindikasikan untuk pengobatan pilek alergi menahun (perennial rhinitis), pilek alergi (alergi rinitis) dan urtikaria/biduran (urtikaria idiopatik kronis). Memiliki efek kantuk yang rendah dan memiliki efek anti alergi. Khasiat : Membantu mengatasi pilek alergi menahun (perennial rhinitis), pilek alergi (alergi rinitis) dan urtikaria/biduran. Komposisi : Tiap tablet mengandung Cetirizine HCI 10 mg Dosis dan Cara Pemberian : Dewasa dan anak diatas 12 tahun 1 tablet salut selaput sekali sehari. Bila terdapat kelainan fungsi ginjal, dosis 1/2 dari dosis yang dianjurkan. Belum ada data untuk penurunan dosis pada pasien usia lanjut. Kontraindikasi : Selama kehamilan trimester pertama atau saat menyusi Penyakit ginjal berat Hipersensitif Peringatan dan Perhatian : Tidak dianjurkan mengendara kendaraan bermotor atau mengoperasikan mesin setelah mengkonsumsi obat ini Hindari penggunaan pada wanita hamil dan ibu menyusui karena dapar diekskresikan melalui air susu Efek Samping : Sakit kepala, pusing, rasa kantuk mulut kering dan rasa tidak enak pada lambung yang sementara. Penyimpanan : Simpan dibawah suhu 30oC , terhindar dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak Kemasan : Strip 10 tablet Produksi Oleh : PT. Dexa Medica BPOM No : DTL0834608117A1"
De Cough Rasa Jeruk Sirup Anak 60 mL,"De Cough Rasa Jeruk merupakan obat sirup herbal anak yang mengandung zat aktif dari ekstrak tumbuh-tumbuhan yang membantu meredakan batuk. Memiliki kandungan seperti ekstrak Thymi yang telah dipercaya sejak lama dalam khasiat nya membantu meredakan gejala batuk. Dengan rasa dan aroma segar buah jeruk yang digemari anak-anak. Khasiat : Membantu meredakan batuk pada anak Komposisi : Tiap 5 ml mengandung : Extract Thymus vulgaris herba 39,4 mg Extract Abrus precatorius folium 10 mg Extract Foeniculum vulgare fructus 5 mg Aturan Pakai : Anak- anak : 3 kali sehari 1 sendok takar Kocok dahulu sebelum diminum Kontraindikasi : Pasien yang hipersensitif terhadap komponen De Cough Efek Samping : Sejauh ini belum ada laporan kejadian efek samping pada penggunaan zat aktif yang terkandung dalam De Cough Perhatian dan Peringatan : Alergi : Orang yang alergi terhadap oregano juga mungkin alergi terhadap thymi Bedah : Thymi bisa memperlambat pembekuan darah, sehingga ada beberapa kekhawatiran bahwa mungkin meningkatkan resiko perdarahan ekstra selama dan setelah operasi. Berhenti menggunakan thymi setidaknya 2 minggu sebelum operasi dijadwalkan. Penyimpanan : Simpan pada suhu dibawah 30oC, terhindar dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak. Kemasan : Botol 60 ml Produksi Oleh : PT. Metiska Farma BPOM No : TR 142681191"
De Cough Rasa Menthol Sirup Dewasa 60 mL,"De Cough Rasa Menthol merupakan obat sirup herbal yang mengandung zat aktif dari ekstrak tumbuh-tumbuhan yang membantu meredakan batuk. Memiliki kandungan seperti ekstrak Thymi yang telah dipercaya sejak lama dalam khasiat nya membantu meredakan gejala batuk. Dengan rasa dan aroma segar menthol yang memberikan kesegaran saat dikonsumsi. Khasiat : Membantu meredakan batuk Komposisi : Tiap 5 ml mengandung : Extract Thymus vulgaris herba 143 mg Extract Abrus precatorius folium 40 mg Extract Foeniculum vulgare fructus 20 mg Bahan Tambahan : Sodium benzoate, potassium sorbate, sucralose, caramel colour, carmoisine colour, mint flavour, menthol flavour. Aturan Pakai : Dewasa : 3 kali sehari , 7,5 ml Kocok dahulu sebelum diminum Kontraindikasi : Pasien yang hipersensitif terhadap komponen De Cough Efek Samping : Sejauh ini belum ada laporan kejadian efek samping pada penggunaan zat aktif yang terkandung dalam De Cough Perhatian dan Peringatan : Alergi : Orang yang alergi terhadap oregano juga mungkin alergi terhadap thymi Bedah : Thymi bisa memperlambat pembekuan darah, sehingga ada beberapa kekhawatiran bahwa mungkin meningkatkan resiko perdarahan ekstra selama dan setelah operasi. Berhenti menggunakan thymi setidaknya 2 minggu sebelum operasi dijadwalkan. Penyimpanan : Simpan pada suhu dibawah 30oC, terhindar dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak. Kemasan : Botol 60 ml Produksi Oleh : PT. Metiska Farma BPOM No : TR142681171"
De Cough Rasa Strawberry Sirup Anak 60 mL,"De Cough Rasa Strawberry merupakan obat sirup herbal anak yang mengandung zat aktif dari ekstrak tumbuh-tumbuhan yang membantu meredakan batuk. Memiliki kandungan seperti ekstrak Thymi yang telah dipercaya sejak lama dalam khasiat nya membantu meredakan gejala batuk. Dengan rasa dan aroma segar buah strawberry yang digemari anak-anak. Khasiat : Membantu meredakan batuk pada anak Komposisi : Tiap 5 ml mengandung : Extract Thymus vulgaris herba  39,4 mg Extract Abrus precatorius folium 10 mg Extract Foeniculum vulgare fructus 5 mg Aturan Pakai : Anak- anak : 3 kali sehari 1 sendok takar Kocok dahulu sebelum diminum Kontraindikasi : Pasien yang hipersensitif terhadap komponen De Cough Efek Samping : Sejauh ini belum ada laporan kejadian efek samping pada penggunaan zat aktif yang terkandung dalam De Cough Perhatian dan Peringatan : - Alergi : Orang yang alergi terhadap oregano juga mungkin alergi terhadap thymi - Bedah : Thymi bisa memperlambat pembekuan darah, sehingga ada beberapa kekhawatiran bahwa mungkin meningkatkan resiko perdarahan ekstra selama dan setelah operasi. Berhenti menggunakan thymi setidaknya 2 minggu sebelum operasi dijadwalkan. Penyimpanan : Simpan pada suhu dibawah 30oC, terhindar dari sinar matahari langsung. Jauhkan dari jangkauan anak-anak. Kemasan : Botol 60 ml Produksi Oleh : PT. Metiska Farma BPOM No : TR142681181"
Fulaz 4 Tablet,"Fulaz merupakan tablet herbal yang memiliki kandungan bahan Myristica fragrans semen ekstrak yang berkhasiat dalam membantu meringankan gangguan sulit tidur. Myristica semen merupakan bahan alami yang sudah terdaftar dalam Formulatorium herbal Asli indonesia yang diperuntukkan untuk mengatasi gangguan tidur. Khasiat : Membantu meringankan gangguan sulit tidur Komposisi : Apocynum venetum folium ekstrak 25 mg Myristica fragrans semen ekstrak 115 mg Bahan Tambahan : Opadry II AMB White (mengandung titan dioxide), usalake FD&C Blue no.1 Aturan Pakai : 1 kali sehari 1-2 tablet salut selaput menjelang tidur Peringatan dan Perhatian : Hindari aktivitas yang memerlukan konsentrasi tinggi seperti mengemudi dan menjalankan mesin Penyimpanan : Simpan pada suhu dibawah 30oC dan kering terlindung dari cahaya Kemasan : Strip 4 tablet Produksi Oleh : PT. Lapi Laboratories BPOM No : TR 225075681"
Mucovy Syrup 100 mL,"Mucovy Syrup merupakan obat sirup herbal yang mengandung ekstrak herbal daun ivy yang memiliki manfaat dalam membantu meredakan sakit batuk berdahak. Obat ini non alkohol dan dapat digunakan oleh anak-anak dan dewasa. Khasiat : Membantu meredakan batuk berdahak Komposisi : Tiap 5 ml mengandung 35 mg Hedera Helixfolium dry extract ( ekstrak daun ivy kering). Bahan Tambahan : Potassium sorbat, peppermint oil, gliserin (dari minyak kelapa sawit), sucralose, eucalyptus oil. Aturan Pakai : Anak 1-5 tahun : Sehari 3 kali 2,5 ml Anak dan remaja (6-17 tahun) : Sehari 3 kali 5 ml Dewasa : Sehari 3 kali 7,5 ml Penyimpanan : Simpan pada suhu dibawah 30 derajat C dan kering, terhindar dari sinar matahari langsung. Kemasan : 1 Botol 100 ml Produksi Oleh : PT. Lapi Laboratories BPOM No : TR 122665211"
Biogesic Syrup 60 mL,"New Product Launching ""Mandjur Thermosense Digital Thermometer"" alat pengukuran suhu tubuh dengan tingkat akurasi tinggi dan cepat. Waktu pengukuran < 1 menit. Bebas merkuri, anti air, dan dilengkapi box transparan untuk penyimpanan. Dapatkan segera dengan Harga Spesial Rp 19,500 Link Produk: https://www.mandjur.co.id/products/mandjur-thermosense-digital-thermometer Biogesic Syrup merupakan sirup anak yang mengandung parasetamol yang berfungsi dalam menurunkan demam serta meredakan rasa sakit seperti sakit kepala, sakit gigi dan nyeri otot. Sirup ini dibuat dengan teknologi Taste Rite yang unik sehingga mengurangi rasa pahit pada obat, sehingga memberi obat pada anak menjadi lebih mudah. Khasiat : Membantu menurunkan demam anak Meredakan rasa nyeri seperti sakit gigi, kepala dan nyeri otot Komposisi : Setiap 5 ml mengandung parasetamol 160 mg Aturan Pakai : 3-4 kali sehari Usia 3 tahun : 1 sendok takar (5 ml) Usia 4-5 tahhun : 1 1/2 sendok takar (7,5 ml) Usia 6-8 tahun : 2 sendok takar (10 ml) Usia 9-10 tahun : 2 1/2 sendok takar (12,5 ml) Kontraindikasi : Penderita dengan gangguan fungsi hati yang berat Penderita yang hipersensitif terhadap komponen obat ini Efek Samping : Penggunaan untuk jangka waktu lama dan dosis besar dapat menyebabkan kerusakan fungsi hati Reaksi hipersensitif Peringatan dan Perhatian : Htai-hati penggunaan obat ini pada penderita penyakit ginjal Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi dokter Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan resiko gangguan fungsi hati Penyimpanan : Simpan pada suhu dibawah 30oC, terhindar dari cahaya langsung Kemasan : Botol 60 ml Produksi Oleh : PT. Darya Varia Laboratories Tbk BPOM No : DBL 9114704733A1"
Tablet Hisap SP Troches Meiji Mint 6 Tablet,"EXPIRED DATE JUNI 2025 Tablet Hisap SP Troches Meiji Mint merupakan tablet hisap antiseptis oral yang mengandung zat berkhasiat Dequalinium Klorida dengan pengisi, pengikat dan pelumas yang sesuai, serta berfungsi untuk menghambat pertumbuhan bakteri dan fungi pada mulut dan tenggorokan. Memiliki rasa dan aroma mint yang memberikan efek segar saat dikonsumsi. Khasiat : Membantu mengatasi infeksi akibat bakteri dan fungi dalam ruang mulut dan tenggorokan. Komposisi : Tiap tablet mengandung Dequalinium Chloride 0,25 mg. Aturan Pakai : 6 kali sehari 1 tablet hisap, tidak melebihi 8 tablet per hari. Kontraindikasi : Penderita yang hipersensitif Penyimpanan : Simpan pada suhu di bawah 30 derajat C dan terlindung dari cahaya langsung. Kemasan : 1 Blister @6 tablet hisap Produksi Oleh : Meiji Indonesia Pharmaceutical Industries BPOM No : DBL 2215305712A1"
